Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
22.0,female,2,own,little,moderate,1670.0,9,radio/TV,bad
30.0,male,2,own,little,unknown,1224.0,9,car,good
42.0,male,2,own,quite rich,unknown,522.0,12,radio/TV,good
23.0,female,2,own,little,little,1498.0,12,radio/TV,good
30.0,male,3,own,moderate,moderate,1919.0,30,radio/TV,bad
28.0,female,1,own,little,rich,745.0,9,radio/TV,bad
30.0,male,3,rent,little,moderate,2063.0,6,radio/TV,good
42.0,male,2,free,little,moderate,6288.0,42,education,bad
46.0,male,3,own,unknown,unknown,6842.0,24,car,good
45.0,male,3,own,unknown,unknown,3527.0,12,car,good
31.0,male,1,own,little,unknown,1546.0,10,car,good
31.0,male,2,own,unknown,unknown,929.0,24,furniture/equipment,good
42.0,male,1,own,little,unknown,1455.0,4,car,good
46.0,female,2,rent,little,little,1845.0,15,furniture/equipment,good
30.0,female,2,own,quite rich,moderate,7882.375,42,car,good
30.0,male,2,free,quite rich,little,3349.0,24,furniture/equipment,bad
38.0,male,3,own,unknown,unknown,2859.0,12,car,good
43.0,male,1,own,little,unknown,1533.0,18,furniture/equipment,bad
31.0,male,2,own,moderate,unknown,3621.0,24,radio/TV,bad
40.0,male,0,own,little,moderate,3590.0,18,business,good
24.0,male,2,own,little,little,2145.0,36,business,bad
28.0,female,2,rent,quite rich,moderate,4113.0,24,car,bad
26.0,female,3,own,little,unknown,7882.375,36,furniture/equipment,bad
29.0,female,2,own,little,little,1893.0,12,car,good
57.0,female,3,rent,rich,little,1231.0,24,radio/TV,good
49.0,male,1,own,unknown,rich,3656.0,30,radio/TV,good
37.0,male,1,own,little,moderate,1154.0,9,radio/TV,good
45.0,male,1,own,little,little,4006.0,28,car,bad
30.0,male,2,free,moderate,moderate,3069.0,24,furniture/equipment,good
30.0,male,2,rent,little,unknown,1740.0,6,radio/TV,good
47.0,male,2,own,little,moderate,2353.0,21,car,good
29.0,male,2,own,unknown,unknown,3556.0,15,car,good
35.0,male,2,own,quite rich,unknown,2397.0,24,radio/TV,bad
22.0,male,1,own,little,moderate,454.0,6,repairs,good
26.0,female,2,own,unknown,moderate,1715.0,30,radio/TV,good
23.0,male,1,own,quite rich,moderate,2520.0,27,radio/TV,bad
54.0,female,3,rent,little,unknown,3568.0,15,radio/TV,good
29.0,male,2,rent,unknown,unknown,7166.0,42,radio/TV,good
40.0,male,1,own,little,little,3939.0,11,car,good
22.0,male,2,own,moderate,moderate,1514.0,15,repairs,good
43.0,male,1,own,little,unknown,7393.0,24,car,good
29.0,female,0,rent,little,little,1193.0,24,car,bad
36.0,male,2,rent,little,little,7297.0,42,business,bad
33.0,female,2,own,little,unknown,2831.0,30,radio/TV,good
57.0,female,1,own,quite rich,rich,1258.0,24,radio/TV,good
64.0,female,2,own,little,moderate,753.0,6,radio/TV,good
42.0,male,2,own,unknown,moderate,2427.0,18,business,good
47.0,male,1,own,little,unknown,2538.0,24,car,bad
25.0,male,2,rent,moderate,moderate,1264.0,15,car,bad
49.0,male,2,own,little,moderate,7882.375,30,furniture/equipment,bad
33.0,male,3,rent,little,unknown,4844.0,42,business,bad
28.0,female,3,own,moderate,rich,2923.0,21,car,good
26.0,male,2,own,little,little,7882.375,36,car,bad
30.0,male,1,own,little,unknown,2028.0,24,furniture/equipment,good
25.0,female,2,rent,little,little,1433.0,15,furniture/equipment,good
33.0,male,2,own,little,rich,6289.0,42,business,good
64.0,female,2,own,moderate,unknown,1409.0,13,radio/TV,good
29.0,male,3,free,little,little,6579.0,24,car,good
48.0,male,1,own,little,moderate,1743.0,24,radio/TV,good
37.0,male,1,own,unknown,unknown,3565.0,12,education,good
34.0,male,1,own,moderate,unknown,1569.0,15,radio/TV,good
23.0,male,1,rent,unknown,little,1936.0,18,radio/TV,good
30.0,male,3,own,little,little,3959.0,36,furniture/equipment,good
50.0,male,2,own,unknown,unknown,2390.0,12,car,good
31.0,female,1,own,little,unknown,1736.0,12,furniture/equipment,good
40.0,male,3,own,little,little,3857.0,30,car,good
38.0,male,2,own,little,unknown,804.0,12,radio/TV,good
23.0,male,2,free,little,little,1845.0,42,radio/TV,bad
27.0,male,2,own,moderate,moderate,4576.0,42,car,good
